hip,ra_deg,dec_deg,mag,name,desig
84821,260.041,25.5376,5.36,,
84833,260.0786,18.0571,5.01,,V0656 Her
84835,260.088,46.2408,5.51,,74 Her
84862,260.1649,32.4677,5.38,,w Her
84880,260.2069,-12.8469,4.32,,ν Ser
84887,260.2259,24.4994,5.13,,70 Her
84893,260.2516,-21.1129,4.39,Aggia,ξ Oph
84949,260.4317,39.9746,5.55,,V0819 Her
84950,260.439,53.4204,5.69,,
84969,260.4978,-67.7707,4.76,,ζ Aps
84970,260.5024,-24.9995,3.27,Garafsa,θ Oph
84979,260.5245,-70.1232,5.39,,ι Aps
85048,260.7281,-37.2208,5.91,,
85049,260.7301,-58.0103,5.86,,
85068,260.7797,-56.5255,5.76,,
85079,260.817,-47.4682,5.21,,ι Ara
85084,260.84,-28.1428,5.3,,43 Oph
85112,260.9206,37.1459,4.15,,ρ Her
85139,260.9901,8.8526,5.77,,
85147,261.0045,-62.8642,5.69,,
85157,261.0274,22.9603,5.7,,73 Her
85162,261.0545,-44.1626,5.1,,
85169,261.0783,-60.6738,5.76,,
85185,261.1314,16.301,5.75,,
85207,261.1751,-21.4415,5.82,,
85258,261.325,-55.5299,2.84,,β Ara
85267,261.3486,-56.3777,3.31,,γ Ara
85290,261.4223,60.0484,5.65,,
85312,261.5002,-50.6335,5.19,,κ Ara
85340,261.5926,-24.1753,4.16,,b Oph
85355,261.6287,4.1404,4.34,,σ Oph
85365,261.6578,-5.0866,4.53,,47 Oph
85379,261.6843,48.2601,5.83,,x Her
85382,261.6923,34.6958,5.94,,
85385,261.7047,20.081,5.52,,
85389,261.7166,-45.843,5.28,,
85409,261.8019,-50.6304,5.9,,
85423,261.8386,-29.867,4.28,,d Oph
85442,261.9065,-29.7246,5.98,,
85470,261.99,-52.2972,5.72,,
85520,262.1621,-55.1697,5.93,,
85537,262.2069,0.3306,5.41,,
85543,262.2337,-36.7783,5.98,,
85667,262.5992,-1.0629,5.31,,
85670,262.6082,52.3014,2.79,Rastaban,β Dra
85693,262.6846,26.1106,4.41,Maasym,λ Her
85696,262.691,-37.2958,2.7,Lesath,υ Sco
85699,262.6983,86.968,5.78,,24 UMi
85715,262.7307,31.1581,5.63,,
85727,262.7746,-60.6838,3.6,,δ Ara
85749,262.8389,2.7245,5.57,,
85751,262.847,-56.921,5.99,,V0862 Ara
85755,262.854,-23.9626,4.78,,c Oph
85760,262.8644,-80.8591,5.83,,NO Aps
85790,262.9566,28.4075,5.66,,78 Her
85792,262.9604,-49.8761,2.84,Choo,α Ara
85805,262.9911,68.135,5.07,Adfar Aldib,f Dra
85819,263.044,55.1842,4.89,Kuma,ν1 Dra
85822,263.0542,86.5865,4.35,Yildun,δ UMi
85829,263.0668,55.173,4.86,Kuma,ν2 Dra
85888,263.2802,41.2434,5.72,,
85889,263.2808,-41.1731,5.84,,
85912,263.3451,19.2567,5.65,,
85922,263.3744,-5.7448,5.61,,
85927,263.4022,-37.1038,1.62,Shaula,λ Sco
85930,263.4141,16.3176,5.68,,
85998,263.6529,9.5867,5.8,,f Oph
86011,263.6771,-32.5817,5.69,,V1036 Sco
86019,263.6931,-11.242,5.54,,
86032,263.7336,12.56,2.08,Rasalhague,α Oph
86036,263.7483,61.8746,5.23,,26 Dra
86092,263.915,-46.5057,4.56,,σ Ara
86170,264.1368,-38.6353,4.26,,Q Sco
86182,264.1569,48.5856,5.35,,y Her
86201,264.2379,68.758,4.77,Al Dhih,ω Dra
86219,264.287,72.4558,5.87,,
86228,264.3297,-42.9978,1.86,Sargas,θ Sco
86248,264.3638,-50.0597,5.89,,
86254,264.3796,24.31,5.76,,79 Her
86263,264.3967,-15.3986,3.54,,ξ Ser
86266,264.4009,-15.571,5.94,,
86284,264.4613,-8.1188,4.58,,μ Oph
86305,264.523,-54.5004,5.25,,π Ara
86313,264.5396,-10.9263,5.74,,
86414,264.8662,46.0063,3.82,,ι Her
86486,265.0993,-49.4156,4.76,,λ Ara
86552,265.3177,-46.9218,5.78,,
86561,265.3407,51.8182,6,,
86565,265.3536,-12.8753,4.24,,ο Ser
86575,265.3847,6.3132,5.97,,
86614,265.4848,72.1488,4.57,Dziban,ψ Dra
86620,265.4921,72.1569,5.81,Dsiban,ψ Dra
86623,265.4943,15.9524,5.54,,
86667,265.6182,24.5641,5.56,,83 Her
86670,265.622,-39.03,2.39,Mula,κ Sco
86698,265.7129,-36.9456,5.53,,
86731,265.8399,24.3278,5.73,,84 Her
86736,265.8575,-21.6832,4.86,,58 Oph
86742,265.8681,4.5673,2.76,Cebalrai,β Oph
86782,265.9966,53.8017,5.75,Alruba,
86796,266.0363,-51.8341,5.12,Cervantes,μ Ara
86847,266.175,-42.7293,5.87,,
86871,266.2328,-57.5455,5.97,,
86929,266.4333,-64.7239,3.61,,η Pav
86974,266.6147,27.7207,3.42,,μ Her
87044,266.7835,17.697,5.61,,
87072,266.8901,-27.8308,4.53,,3 Sgr
87073,266.8962,-40.127,2.99,Girtab,ι1 Sco
87074,266.9032,-14.7258,5.93,,
87108,266.9732,2.7073,3.75,Muliphen,γ Oph
87158,267.1032,20.5654,5.69,,
87194,267.2048,25.6229,5.09,,87 Her
87212,267.2679,50.7811,5.02,,30 Dra
87220,267.2937,-31.7032,4.79,,
87234,267.3626,76.9629,5.02,,35 Dra
87261,267.4645,-37.0433,3.19,Fuyue,G Sco
87294,267.5463,-40.0904,4.78,Vanant,ι2 Sco
87308,267.5954,29.3221,5.51,,
87314,267.6183,-53.6124,5.68,,υ1 Ara
87390,267.8856,-40.7725,5.94,,
87393,267.8978,-60.1641,5.78,,
87460,268.0569,-34.7992,5.88,,V0957 Sco
87472,268.0823,-34.4168,5.84,,
87491,268.1477,1.305,5.91,,
87558,268.3091,6.1014,5.77,,
87563,268.3251,40.008,5.17,,f Her
87569,268.3478,-34.8951,5.58,,
87585,268.3822,56.8726,3.73,Grumium,ξ Dra
87616,268.4782,-34.7527,6,,V0906 Sco
87728,268.7965,72.0051,5.43,,34 Dra
87747,268.855,26.05,5.47,,89 Her
87777,268.9617,22.4642,5.62,,
87808,269.0633,37.2505,3.86,,θ Her
87812,269.0767,0.6704,5.82,,V2052 Oph
87813,269.0793,-15.8125,5.93,,
87833,269.1515,51.4889,2.24,Eltanin,γ Dra
87836,269.1743,-28.0654,5.76,,
87846,269.1976,-44.3422,4.85,,
87847,269.1989,-4.0818,5.44,,
87875,269.268,0.0667,5.95,,
87933,269.4412,29.2479,3.7,,ξ Her
87936,269.4492,-41.7163,4.88,,
87998,269.6256,30.1893,4.41,,ν Her
88012,269.6627,-28.7591,5.99,,
88038,269.732,-36.8584,5.74,,
88048,269.7566,-9.7736,3.32,Sinistra,ν Oph
88060,269.772,-30.253,5,,
88101,269.9032,-4.8211,5.86,,
88116,269.9481,-23.8161,4.74,,4 Sgr
88122,269.9842,45.5014,5.69,,
88128,270.0142,16.7509,4.67,,93 Her
88136,270.0384,80.0041,5.74,,41 Dra
88149,270.0658,4.3686,4.79,,66 Oph
88175,270.1209,-3.6903,4.62,Alava,ζ Ser
88192,270.1613,2.9316,3.93,,67 Oph
88267,270.3767,21.5958,4.26,,95 Her
88290,270.4383,1.3051,4.42,,68 Oph
88298,270.4766,-22.7803,5.72,,
88331,270.596,20.8336,5.25,,96 Her
88380,270.7129,-24.2825,5.37,,7 Sgr
88404,270.7705,-8.1803,4.77,,τ Oph
88469,270.9685,-24.3607,5.89,,9 Sgr
88550,271.2099,-35.9014,5.98,,
88567,271.2551,-29.5801,4.66,Nash,W Sgr
88601,271.3637,2.5001,4.03,,p Oph
88635,271.452,-30.4241,2.98,Alnasl,γ2 Sgr
88636,271.4567,32.2307,5.72,,
88657,271.5079,22.2189,4.96,,98 Her
88670,271.5308,-8.324,5.84,,
88684,271.5633,-4.7513,5.74,,
88694,271.5988,-36.0198,5.94,,
88714,271.6578,-50.0915,3.65,,θ Ara
88726,271.7079,-43.4252,4.92,,
88745,271.7564,30.5621,5.05,,b Her
88765,271.8265,8.7339,4.64,,71 Oph
88771,271.8374,9.5638,3.71,,72 Oph
88788,271.8697,43.4619,5,,
88794,271.8856,28.7625,3.84,,ο Her
88816,271.9514,-17.1542,5.52,,
88817,271.9563,26.0973,5.79,,100 Her
88818,271.9565,26.1013,5.83,,100 Her
88836,272.0093,36.4013,5.49,,
88839,272.0207,-28.4571,4.55,,
88866,272.1451,-63.6686,4.33,,π Pav
88886,272.1895,20.8146,4.37,,102 Her
88899,272.2203,20.0452,5.1,,101 Her
88964,272.3912,3.9933,5.71,,73 Oph
89000,272.4751,3.1198,5.67,,
89008,272.4958,36.4663,5.57,,
89020,272.5242,-30.7287,5.53,,
89042,272.609,-62.0022,5.47,,ι Pav
89047,272.6318,54.2866,5.97,,
89065,272.6679,3.3243,5.5,,
89099,272.7732,-41.3591,5.86,,
89112,272.8073,-45.9544,4.52,,ε Tel
89115,272.8158,-75.8915,5.86,,
89153,272.9306,-23.7012,4.96,,11 Sgr
89156,272.938,33.4471,5.98,,
89172,272.9757,31.4053,4.96,,A Her
89234,273.1419,-73.6724,5.86,,
89290,273.3029,-41.3361,5.47,,V0692 CrA
89341,273.4409,-21.0588,3.84,Polis,μ Sgr
89348,273.4743,64.3973,4.99,,36 Dra
89369,273.5663,-21.7132,5.49,,14 Sgr
89439,273.8038,-20.7283,5.29,,15 Sgr
89440,273.804,-20.388,5.96,,16 Sgr
89448,273.8212,68.7558,5.96,,37 Dra
89482,273.9116,42.1593,5.56,,
89487,273.9192,-63.0554,5.58,,
89507,273.9727,-44.2065,5.45,,
89587,274.2213,-3.0074,5.99,,
89605,274.2814,-56.0234,5.36,,QV Tel
89609,274.2985,-17.3739,5.81,,
89642,274.4068,-36.7617,3.1,Hamalwarid,η Sgr
89678,274.5133,-27.0426,4.66,,
89772,274.7897,7.2598,5.41,,
89773,274.7945,24.4461,5.3,,105 Her
89826,274.9655,36.0645,4.33,,κ Lyr
89851,275.0366,-15.8317,5.39,,
89861,275.0746,21.9613,4.92,,106 Her
89908,275.1893,71.3378,4.22,Aldhiba,φ Dra
89918,275.2169,3.3772,4.85,,74 Oph
89925,275.2374,29.8589,5.61,,108 Her
89931,275.2485,-29.8281,2.72,Kaus Media,δ Sgr
89935,275.2543,28.87,5.12,,t Her
89937,275.2641,72.7328,3.55,Alahakan,χ Dra
89962,275.3275,-2.8988,3.23,,η Ser
89968,275.3458,-18.86,5.76,,Y Sgr
89981,275.3861,49.1216,5.02,,
90023,275.5363,23.2852,5.41,,
90037,275.5774,-38.6569,5.09,,
90052,275.6472,12.0297,5.99,,
90067,275.7043,17.8266,5.25,,
90074,275.7212,-36.6696,5.33,,V4050 Sgr
90096,275.8007,-12.0148,5.71,,
90098,275.8068,-61.4939,4.35,,ξ Pav
90124,275.8701,-36.238,5.52,,
90133,275.9019,-75.0443,5.47,,φ Oct
90135,275.9149,-8.9344,4.66,,ζ Sct
90139,275.9245,21.7698,3.85,,109 Her
90156,275.9775,58.8007,4.98,,b Dra
90185,276.043,-34.3846,1.79,Kaus Australis,ε Sgr
90191,276.0574,39.5072,5.11,Al Athfar,μ Lyr
90200,276.076,-44.1103,5.24,,
90260,276.2559,-30.7566,5.58,,18 Sgr
90289,276.3377,-20.5417,4.81,,21 Sgr
90313,276.4117,8.032,5.64,,
90342,276.4949,29.8289,5.81,,
90344,276.4964,65.5635,4.82,Fafnir,42 Dra
90414,276.7251,-48.1172,5.44,,
90422,276.7434,-45.9685,3.49,,α Tel
90441,276.8021,0.1961,5.2,,d Ser
90485,276.9562,-29.8169,5.9,,
90496,276.9927,-25.4217,2.82,Kaus Borealis,λ Sgr
90497,276.9949,6.1941,5.71,,
90541,277.113,-38.9957,5.63,,
90568,277.2077,-49.0706,4.1,,ζ Tel
90595,277.2994,-14.5658,4.67,,γ Sct
90606,277.3331,-80.2327,5.95,,
90637,277.3988,23.8662,5.87,,
90642,277.4207,-1.9853,5.38,,c Ser
90647,277.4374,77.5471,5.65,,
90662,277.4831,-47.2205,5.69,,
90664,277.4864,-57.5231,5.74,,
90687,277.5494,-18.7288,5.63,,
90762,277.7685,16.9286,5.76,,
90763,277.7702,-32.9891,5.37,,
90797,277.8434,-62.2783,4.63,,ν Pav
90804,277.8571,-10.7958,5.77,,
90806,277.8596,-18.4027,5.12,,
90830,277.9393,-45.9148,4.92,,δ1 Tel
90842,277.9843,-43.5074,5.71,,
90844,277.9875,-1.003,5.93,,61 Ser
90853,278.0081,-45.7574,5.07,,δ2 Tel
90887,278.0889,-39.704,5.16,,
90905,278.1438,57.0456,4.77,,d Dra
90913,278.1805,-14.8657,5.47,,V0450 Sct
90915,278.1923,23.6168,5.88,,
90923,278.2082,30.5542,5.47,,
90930,278.2306,-73.9656,5.88,,
90968,278.3464,-38.726,5.67,,κ2 CrA
90982,278.3758,-42.3125,4.62,,θ CrA
90991,278.4126,-14.8536,5.74,,
91004,278.4729,-24.0323,5.49,,24 Sgr
91013,278.4862,52.3535,5.38,,
91014,278.4907,-33.0166,5.28,,
91105,278.76,-10.9772,5.12,,
91117,278.8018,-8.2441,3.85,,α Sct
91118,278.8025,18.2034,5.79,,
91139,278.8767,23.6055,5.62,,
91217,279.116,9.1225,5.38,,
91235,279.1556,33.469,5.41,,
91237,279.1628,6.6718,5.43,,
91262,279.2347,38.7837,0.03,Vega,α Lyr
91315,279.3896,62.5266,5.74,,
91322,279.3998,-0.3095,5.76,,e Ser
91347,279.4768,-21.3977,5.93,,
91405,279.628,-23.5049,5.78,,
91438,279.7225,-21.0519,5.85,,
91461,279.8096,-47.9098,5.84,,
91494,279.8965,-43.1859,5.42,,V0718 CrA
91525,279.9701,52.1961,6,,
91532,280.0016,-7.7908,5.82,,
91726,280.5684,-9.0525,4.7,,δ Sct
91755,280.6581,55.5395,5.03,,c Dra
91792,280.7589,-71.4281,4.01,,ζ Pav
91845,280.8802,-8.2752,4.88,,ε Sct
91854,280.9056,-64.5514,5.76,,
91875,280.9456,-38.3234,5.11,,λ CrA
91883,280.965,31.9266,5.68,,
91918,281.0807,-35.642,4.86,,
91919,281.0848,39.6701,4.67,Double Double,ε1 Lyr
91926,281.0949,39.6127,4.59,,ε2 Lyr
91971,281.1932,37.6051,4.34,Nasr Alwaki,ζ1 Lyr
91973,281.2008,37.5946,5.73,,ζ2 Lyr
91974,281.2067,-25.0109,5.82,,
91975,281.2081,2.06,5.02,,4 Aql
91989,281.2382,-39.6862,5.4,,
92024,281.3621,-64.8713,4.78,,
92027,281.3682,5.5001,5.82,,
92041,281.4141,-26.9908,3.17,Namalsadirah,φ Sgr
92043,281.4155,20.5463,4.19,,110 Her
92056,281.4449,74.0856,5.25,,
92088,281.5187,26.6621,4.83,,
92111,281.5859,-22.3922,5.37,,28 Sgr
92112,281.5926,75.434,5.37,,50 Dra
92117,281.6191,-0.9617,5.89,,5 Aql
92133,281.6795,52.988,5.91,,CX Dra
92136,281.6805,-10.125,5.69,,
92161,281.7553,18.1815,4.34,,111 Her
92175,281.7936,-4.7479,4.22,,β Sct
92202,281.8706,-5.7051,5.38,,R Sct
92226,281.9359,-40.4062,5.2,,μ CrA
92294,282.1579,-65.0777,5.71,,θ Pav
92308,282.2104,-43.68,5.46,,η1 CrA
92312,282.2224,19.3287,5.89,,
92367,282.3639,-45.8101,5.8,,
92382,282.3958,-43.4341,5.6,,η2 CrA
92390,282.4171,-20.3247,5.22,,29 Sgr
92391,282.4206,-5.9129,5.99,,
92398,282.4413,32.8128,5.93,,ν1 Lyr
92405,282.4705,32.5511,5.22,,ν Lyr
92420,282.52,33.3627,3.52,Sheliak,β Lyr
92488,282.7438,-9.7741,5.82,,
92512,282.8004,59.3884,4.63,,ο Dra
92549,282.8956,52.9751,5.51,,
92609,283.0543,-62.1876,4.22,,λ Pav
92614,283.0685,21.4251,5.43,,112 Her
92630,283.1135,-46.5951,5.51,,
92646,283.1652,-52.1074,5.18,,κ Tel
92689,283.3064,50.7082,4.92,,
92728,283.4315,36.9717,5.58,,δ1 Lyr
92747,283.5004,-21.3598,5.68,,33 Sgr
92761,283.5424,-22.7448,4.86,Ainalrami,ν1 Sgr
92768,283.5552,27.9095,5.64,,
92782,283.5994,71.2972,4.82,Athafi,υ Dra
92791,283.6262,36.8986,4.22,,δ2 Lyr
92814,283.6796,-15.603,5.08,,
92818,283.687,22.6451,4.57,,113 Her
92822,283.6964,48.8594,5.84,,
92824,283.6964,-87.6058,5.29,,χ Oct
92831,283.7174,41.6027,5.46,,
92833,283.7188,33.9686,5.99,,
92845,283.7798,-22.6713,5,,ν2 Sgr
92855,283.8164,-26.2967,2.05,Nunki,σ Sgr
92862,283.8338,43.9461,4.08,,13 Lyr
92872,283.8644,6.6153,5.58,,62 Ser
92882,283.8792,-16.3766,5.56,,
92931,284.0028,-23.1738,5.91,,
92937,284.0255,18.1054,5.69,,
92946,284.0549,4.2036,4.62,Alya,θ1 Ser
92951,284.061,4.2021,4.98,,θ2 Ser
92953,284.0706,-42.7107,5.35,,
92969,284.1072,65.2581,5.62,,
92989,284.1687,-37.3432,5.36,,V0686 CrA
92997,284.1877,57.8149,5.67,,48 Dra
93015,284.2376,-67.2335,4.4,,κ Pav
93017,284.2567,32.9013,5.2,,
93026,284.2653,-5.8463,4.83,,η Sct
93051,284.3191,2.5353,5.56,,64 Ser
93057,284.3353,-20.6563,5.02,,ξ1 Sgr
93085,284.4325,-21.1067,3.52,,ξ2 Sgr
93104,284.5079,38.2662,5.89,,
93124,284.5614,17.3609,5.33,,FF Aql
93148,284.6157,-52.9386,4.85,,λ Tel
93163,284.6519,-60.2005,5.14,,ω Pav
93174,284.6807,-37.1074,4.83,,ε CrA
93179,284.6955,13.9066,5.91,,10 Aql
93194,284.7359,32.6896,3.25,Sulafat,γ Lyr
93203,284.7739,13.6222,5.27,,11 Aql
93225,284.8492,-12.8405,5.51,,
93244,284.9057,15.0683,4.02,Deneb al Okab Borealis,ε Aql
93256,284.9395,26.2304,5.26,,
93279,285.0034,32.1455,4.94,,λ Lyr
93287,285.0149,-66.6536,5.98,,
93299,285.057,50.5335,5.39,,LV Dra
93340,285.1811,55.6583,5.51,,49 Dra
93393,285.3223,26.2914,5.69,,
93408,285.3599,46.9348,5,,16 Lyr
93429,285.4201,-5.7391,4.02,,i Aql
93498,285.6153,-24.8468,5.63,,
93506,285.653,-29.8801,2.6,Ascella,ζ Sgr
93526,285.7271,-3.699,5.4,,g Aql
93537,285.7659,-19.2457,5.96,,
93542,285.7787,-42.0951,4.74,,ζ CrA
93552,285.8237,-38.2531,5.73,,V0701 CrA
93574,285.8735,-68.7555,5.89,,
93580,285.8844,1.8188,5.82,,
93624,285.9898,-51.0186,5.93,,
93667,286.1044,-31.0471,5.49,,
93683,286.1708,-21.7415,3.76,Manubrij,ο Sgr
93713,286.2299,53.3967,5.4,,51 Dra
93717,286.2403,-4.0314,5.4,,h Aql
93718,286.2411,31.7441,5.63,,
93747,286.3525,13.8635,2.99,Okab,ζ Aql
93763,286.4216,-15.6604,5.93,,
93805,286.5622,-4.8826,3.43,Al Thalimain Prior,λ Aql
93815,286.5831,-52.3409,5.17,,ρ Tel
93825,286.6046,-37.0634,4.23,,γ CrA
93843,286.6572,28.6286,5.53,,
93845,286.66,24.2508,5.78,,
93855,286.7172,-16.2293,6,,
93862,286.7317,-48.2991,5.95,,
93864,286.735,-27.6704,3.32,,τ Sgr
93867,286.7442,11.0712,5.07,,18 Aql
93903,286.8255,36.1002,5.25,,ι Lyr
93917,286.8566,32.5017,5.2,,17 Lyr
93996,287.0696,-19.2903,5.56,,V4024 Sgr
94005,287.0874,-40.4967,4.57,,δ CrA
94013,287.1075,52.4257,5.88,,V1762 Cyg
94068,287.2496,6.0732,5.23,,19 Aql
94083,287.2912,76.5605,5.11,,59 Dra
94114,287.3681,-37.9045,4.11,Meridiana,α CrA
94141,287.441,-21.0236,2.88,Albaldah,π Sgr
94150,287.4703,-68.4244,5.31,,
94157,287.4902,-41.8923,5.86,,
94160,287.5073,-39.3408,4.1,,β CrA
94302,287.9191,56.8592,5.13,,53 Dra
94311,287.9417,31.2835,5.93,,19 Lyr
94336,288.021,49.8558,5.85,,
94376,288.1388,67.6615,3.07,Altais,δ Dra
94385,288.1696,-7.9395,5.35,,20 Aql
94434,288.307,-25.9068,5.79,,
94437,288.3147,-12.2826,5.51,,
94477,288.4279,2.2937,5.14,,21 Aql
94481,288.4395,39.146,4.43,Aladfar,η Lyr
94490,288.4798,57.7051,5,,54 Dra
94556,288.6648,-45.1935,5.91,,
94620,288.8223,21.2321,5.65,,1 Sge
94624,288.8337,15.0837,5.58,,
94630,288.8536,30.5264,5.88,,
94643,288.8851,-25.2567,4.86,Al Kiladah,ψ Sgr
94648,288.8877,73.3555,4.45,,τ Dra
94703,289.0543,21.3904,4.76,,1 Vul
94712,289.0906,-45.466,5.38,,
94713,289.0921,38.1337,4.35,,θ Lyr
94720,289.1116,14.5446,5.65,,
94727,289.1293,4.8348,5.59,,22 Aql
94779,289.2757,53.3685,3.8,Fawaris,κ Cyg
94789,289.301,-66.661,5.52,,
94820,289.4087,-18.9529,4.88,,d Sgr
94827,289.4318,23.0255,5.46,,2 Vul
94834,289.4542,11.5954,5.28,,ω1 Aql
94885,289.6354,1.0851,5.1,,23 Aql
94982,289.914,12.3747,5.53,,A Aql
94986,289.9166,-35.4215,5.59,,
95038,290.0668,57.6451,5.91,,
95066,290.1371,-5.4158,4.98,,f Aql
95073,290.1487,-0.8922,5.46,,d Aql
95077,290.159,-22.4025,5.59,,
95081,290.167,65.7145,4.6,Tais,π Dra
95168,290.4182,-17.8472,3.92,,ρ1 Sgr
95176,290.4318,-15.955,4.52,,υ Sgr
95188,290.4621,-18.3084,5.84,,ρ2 Sgr
95222,290.5898,-0.2523,5.81,,
95241,290.6596,-44.459,3.96,Arkab Prior,β1 Sgr
95260,290.712,26.2624,5.22,,3 Vul
95261,290.7134,-54.4239,5.03,,η Tel
95294,290.8047,-44.7998,4.27,Arkab Posterior,β2 Sgr
95347,290.9716,-40.6159,3.96,Rukbat,α Sgr
95352,290.9854,43.3882,5.85,,
95372,291.0316,29.6213,4.99,,2 Cyg
95447,291.2425,11.9444,5.17,,b Aql
95456,291.2668,-29.3094,5.91,,
95477,291.3187,-24.5086,5.02,,χ1 Sgr
95485,291.34,-13.8971,5.72,,
95498,291.3692,19.7984,5.14,,4 Vul
95501,291.3746,3.1148,3.36,Almizan,δ Aql
95503,291.3736,-23.9625,5.45,,χ3 Sgr
95556,291.538,36.3179,5.17,,4 Cyg
95557,291.546,-15.0533,5.71,,
95560,291.5552,20.0977,5.6,,5 Vul
95564,291.5798,-21.7767,5.57,,50 Sgr
95572,291.6006,13.0238,5.76,,
95582,291.6195,19.8915,5.84,,
95585,291.6295,0.3386,4.64,,ν Aql
95619,291.7353,-29.7432,5.66,,
95656,291.8582,52.3204,5.73,,7 Cyg
95690,291.9505,-54.3253,5.7,,
95732,292.0867,2.93,5.84,,
95771,292.1764,24.6649,4.44,Anser,α Vul
95785,292.2378,24.7687,5.82,,8 Vul
95793,292.2541,1.9504,5.79,,c Aql
95822,292.3423,14.596,5.57,,
95823,292.3494,-43.4452,5.7,,
95853,292.4265,51.7298,3.76,,ι Cyg
95865,292.4674,-26.9856,5.46,,
95937,292.666,-2.7889,5.03,,e Aql
95947,292.6803,27.9597,3.05,Albireo,β1 Cyg
95951,292.6891,27.9653,5.12,,β2 Cyg
95999,292.7957,-68.4339,5.98,,
96014,292.8305,50.3067,5.55,,
96016,292.8401,26.6172,5.89,,
96052,292.943,34.453,4.74,,8 Cyg
96100,293.09,69.6612,4.67,Alsafi,σ Dra
96141,293.2243,-53.1856,5.76,,
96178,293.3401,-45.2717,5.59,,PW Tel
96198,293.4234,49.2623,6,,V1743 Cyg
96229,293.5223,7.3789,4.45,,μ Aql
96234,293.5354,-40.0346,5.89,,V4089 Sgr
96258,293.5825,51.2366,5.71,,NSV 24 820
96275,293.6454,19.7734,5,,9 Vul
96288,293.6719,42.4125,5.34,,
96302,293.7122,29.463,5.39,,9 Cyg
96327,293.7802,-10.5604,5.12,,37 Aql
96341,293.8041,-48.0992,4.88,,ι Tel
96406,294.0069,-24.7191,5.64,,h1 Sgr
96441,294.1106,50.2211,4.49,,θ Cyg
96459,294.1582,44.6949,5.17,,
96465,294.1768,-24.8836,4.59,,h2 Sgr
96468,294.1803,-1.2866,4.36,Al Thalimain Posterior,ι Aql
96481,294.2186,11.2732,5.98,,
96483,294.2227,-7.0275,4.93,,κ Aql
96496,294.2639,-18.2311,5.66,,
96516,294.3225,16.4628,5.67,,ε Sge
96536,294.3934,-14.3018,5.46,,
96556,294.4472,-4.6476,5.45,,42 Aql
96620,294.6716,54.9738,5.89,,V1143 Cyg
96665,294.7985,5.3978,5.18,,σ Aql
96683,294.8442,30.1533,4.68,,φ Cyg
96693,294.8604,42.8183,5.41,,14 Cyg
96757,295.0241,18.0139,4.39,Sham,α Sge
96760,295.0299,-23.4291,5.97,,
96807,295.1805,-0.6212,5.64,,45 Aql
96808,295.1808,-16.2933,5.3,,e1 Sgr
96825,295.2091,45.5249,5.06,,
96837,295.2622,17.476,4.39,,β Sge
96840,295.273,13.8157,5.98,,QS Aql
96895,295.454,50.5251,5.99,,c Cyg
96950,295.6297,-16.124,5.06,,e2 Sgr
96957,295.6417,11.8266,5.28,,χ Aql
96977,295.6859,32.4267,5.93,,
97063,295.8897,-15.4701,5.49,,
97077,295.9289,25.7719,5.5,,10 Vul
97081,295.9379,41.7731,5.86,,
97118,296.0692,37.3544,4.89,,15 Cyg
97122,296.0767,69.3371,5.9,,
97165,296.2437,45.1308,2.86,Fawaris,δ Cyg
97229,296.4164,7.6132,5.89,,υ Aql
97260,296.5051,-31.9086,5.51,,
97278,296.5649,10.6133,2.72,Tarazed,γ Aql
97290,296.5906,-19.7611,4.87,,f Sgr
97295,296.6067,33.7276,5,,17 Cyg
97365,296.8469,18.5343,3.68,,δ Sge
97376,296.8657,38.4076,5.83,,
97402,296.9523,25.3841,6,,
97421,297.005,-56.3626,5.33,,ν Tel
97433,297.0431,70.2679,3.84,Tyl,ε Dra
97473,297.1752,11.8159,5.75,,π Aql
97496,297.2444,19.142,5.01,,ζ Sge
97499,297.2592,-10.8708,6,,
97534,297.3554,-72.5034,5.39,,
97598,297.5586,-47.5574,5.91,,
97630,297.6416,38.7224,5.18,,19 Cyg
97634,297.6555,40.5998,5.68,,V0380 Cyg
97635,297.6572,52.988,5.03,,d Cyg
97646,297.6867,-59.1937,5.41,,
97649,297.6958,8.8683,0.76,Altair,α Aql
97650,297.6949,-10.7635,5.38,,51 Aql
97675,297.7568,10.4157,5.12,,ο Aql
97679,297.7671,22.61,4.9,,12 Vul
97749,297.9609,-39.8744,5.32,,V3961 Sgr
97757,297.9961,47.0273,5.6,,
97765,298.0066,24.9922,5.54,,
97774,298.0299,47.9318,5.91,,
97783,298.05,-19.045,5.88,,57 Sgr
97804,298.1182,1.0057,3.87,Tarazed,η Aql
97816,298.1572,-54.971,5.76,,
97870,298.3224,57.5235,5.14,,23 Cyg
97871,298.3281,-3.1145,5.63,,V1291 Aql
97886,298.3654,24.0796,4.57,,13 Vul
97928,298.5345,-8.5742,5.76,,56 Aql
97938,298.562,8.4615,4.71,Libertas,ξ Aql
97961,298.6295,24.3194,5.56,,
97966,298.6569,-8.2273,5.7,,57 Aql
97980,298.6867,0.2736,5.6,,58 Aql
97985,298.701,36.9957,5.79,,
98032,298.8154,-41.8683,4.12,,ι Sgr
98036,298.8283,6.4068,3.71,Alshain,β Aql
98055,298.9074,52.4389,4.91,,ψ Cyg
98066,298.9598,-26.2995,4.7,Terebellum,ω Sgr
98068,298.9657,38.4867,4.95,,22 Cyg
98073,298.9807,58.846,4.98,,
